"('Person', 'be', 'awake')",251
"('Person', 'tell', 'herself')",250
"('Person', 'shake', 'hand')",250
"('Person', 'leave', 'room')",250
"('Person', 'pull', 'it')",249
"('Person', 'need', 'it')",249
"('Person', 'regret')",249
"('Person', 'chirp')",249
"('Person', 'stride')",248
"('Person', 'drop', 'hand')",248
"('Person', 'prefer')",248
"('Person', 'twist')",247
"('Person', 'stick', 'tongue')",246
"('Person', 'stir')",246
"('Person', 'close')",245
"('Person', 'slip', 'hand')",245
"('Person', 'wrap', 'hand')",244
"('Person', 'fidget')",244
"('Person', 'know', 'he')",244
"('Person', 'accept')",243
"('Person', 'clarify')",243
"('Person', 'hate', 'Person')",243
"('Person', 'hold', 'he')",243
"('Person', 'be', 'strong')",242
"('Person', 'have', 'choice')",242
"('Person', 'feel', 'eye')",242
"('Person', 'interject')",242
"('Person', '’m', 'sorry')",241
"('Person', 'be', 'mad')",240
"('Person', 'be', 'hot')",240
"('Person', 'shut', 'door')",240
"('Person', 'be', 'thankful')",240
"('Person', 'remain')",239
"('Person', 'drift')",239
"('Person', 'lean', 'head')",239
"('Person', 'assure', 'he')",239
"('Person', 'have', 'trouble')",238
"('Person', 'belong')",237
"('Person', 'awake')",237
"('Person', 'want', 'he')",237
"('Person', 'thrust')",236
"('Person', 'put', 'arm')",236
"('Person', 'fear')",235
"('Person', 'scold')",234
"('Person', 'make', 'note')",234
"('Person', 'pull', 'himself')",234
"('Person', 'see', 'she')",233
"('Person', 'be', 'jealous')",233
"('Person', 'deny')",233
"('Person', 'need', 'help')",233
"('Person', 'hide')",233
"('Person', 'instruct')",233
"('Person', 'be', 'perfect')",232
"('Person', 'pull', 'finger')",232
"('Person', 'bounce')",231
"('Person', 'press', 'hand')",231
"('Person', 'shut')",231
"('Person', 'love', 'she')",229
"('Person', 'shrug', 'shoulder')",228
"('Person', 'calm')",227
"('Person', 'feel', 'way')",227
"('Person', 'have', 'look')",227
"('Person', 'startle')",226
"('Person', 'be', 'kind')",226
"('Person', 'raise', 'head')",226
"('Person', 'see', 'face')",225
"('Person', 'conclude')",224
"('Person', 'smile', 'smile')",224
"('Person', 'kick')",223
"('Person', 'have', 'reason')",223
"('Person', 'be', 'type')",222
"('Person', 'grit', 'tooth')",221
"('Person', 'emerge')",221
"('Person', 'pick', 'it')",220
